Gender,Age Group,Current Position,Primary Role in Environmental Surveillance for Polio Eradication,Years of Experience,Location/State of Primary Assignment,Are you aware of environmental surveillance (ES) activities in your area?,"How familiar are you with the processes of ES (sewage sampling, lab testing)?",What is environmental surveillance about?,Have you received formal training on ES?,How effective is ES in detecting poliovirus compared to  Acute Flaccid Paralysis (AFP) ?,Has ES in your area contributed to early detection of poliovirus cases?,ES has played a role in polio eradication in Nigeria,Frequency of environmental 2,Do you work with both AFP and ES systems?,Which system has faster virus detection?,Challenge_Poor_funding,Challenge_Inadequate_training,Challenge_Sample_collection_difficulties,Challenge_Delay_in_lab_analysis,Challenge_Insecurity_in_sampling_areas,Challenge_Logistical/transport_issues,Challenge_Lack_of_community_awareness,Challenge_Other…,Gender_label,Gender_code,Age Group_label,Age Group_code,Current Position_label,Current Position_code,Years of Experience_label,Years of Experience_code,Are you aware of environmental surveillance (ES) activities in your area?_label,Are you aware of environmental surveillance (ES) activities in your area?_code,"How familiar are you with the processes of ES (sewage sampling, lab testing)?_label","How familiar are you with the processes of ES (sewage sampling, lab testing)?_code",What is environmental surveillance about?_label,What is environmental surveillance about?_code,Have you received formal training on ES?_label,Have you received formal training on ES?_code,How effective is ES in detecting poliovirus compared to  Acute Flaccid Paralysis (AFP) ?_label,How effective is ES in detecting poliovirus compared to  Acute Flaccid Paralysis (AFP) ?_code,Has ES in your area contributed to early detection of poliovirus cases?_label,Has ES in your area contributed to early detection of poliovirus cases?_code,ES has played a role in polio eradication in Nigeria_label,ES has played a role in polio eradication in Nigeria_code,Do you work with both AFP and ES systems?_label,Do you work with both AFP and ES systems?_code,Primary Role in Environmental Surveillance for Polio Eradication_label,Primary Role in Environmental Surveillance for Polio Eradication_code,Which system has faster virus detection?_label,Which system has faster virus detection?_code,state_label
2,2,3,1,2,Abia,1,3,2,1,2,1,4,2,0,3,1,0,0,0,0,1,1,0,Female,2,31-40,2,Environmental Health Officer,3,5-10 years,2,Yes,1,Very familiar,3,Monitoring and analyzing environmental hazards,2,Yes,1,Equally effective,2,Yes,1,Agree,4,No,0,Routine Inspection of Premises,1,Both,3,Abia
2,2,2,1,1,Kogi,0,2,2,1,2,0,4,2,0,4,0,0,0,0,0,0,1,0,Female,2,31-40,2,Laboratory Scientist,2,Less than 5 years,1,No,0,Somewhat familiar,2,Monitoring and analyzing environmental hazards,2,Yes,1,Equally effective,2,No,0,Agree,4,No,0,Routine Inspection of Premises,1,Not sure,4,Kogi
2,3,3,1,2,Abia,0,2,2,1,2,2,4,3,0,3,0,0,0,0,0,0,1,0,Female,2,41-50,3,Environmental Health Officer,3,5-10 years,2,No,0,Somewhat familiar,2,Monitoring and analyzing environmental hazards,2,Yes,1,Equally effective,2,Not sure,2,Agree,4,No,0,Routine Inspection of Premises,1,Both,3,Abia
1,2,2,6,2,Abia,0,2,2,0,2,2,4,2,0,3,1,0,1,1,0,1,1,0,Male,1,31-40,2,Laboratory Scientist,2,5-10 years,2,No,0,Somewhat familiar,2,Monitoring and analyzing environmental hazards,2,No,0,Equally effective,2,Not sure,2,Agree,4,No,0,Laboratory analysis,6,Both,3,Abia
2,3,1,4,2,Borno,1,3,2,1,3,1,5,2,1,3,1,1,0,0,0,1,1,0,Female,2,41-50,3,Surveillance Officer,1,5-10 years,2,Yes,1,Very familiar,3,Monitoring and analyzing environmental hazards,2,Yes,1,More effective,3,Yes,1,Strongly agree,5,Yes,1,Data management and reporting,4,Both,3,Borno
1,3,1,1,2,Kano,1,3,2,1,3,1,4,2,0,3,1,0,0,0,0,1,1,0,Male,1,41-50,3,Surveillance Officer,1,5-10 years,2,Yes,1,Very familiar,3,Monitoring and analyzing environmental hazards,2,Yes,1,More effective,3,Yes,1,Agree,4,No,0,Routine Inspection of Premises,1,Both,3,Kano
2,3,3,1,4,Yobe,1,1,2,0,3,1,1,2,1,1,0,1,0,0,0,0,0,0,Female,2,41-50,3,Environmental Health Officer,3,Over 15 years,4,Yes,1,Not familiar,1,Monitoring and analyzing environmental hazards,2,No,0,More effective,3,Yes,1,Strongly disagree,1,Yes,1,Routine Inspection of Premises,1,Acute Flaccid Paralysis (AFP),1,Yobe
1,2,3,2,4,Yobe,1,2,2,0,3,1,5,2,1,3,0,0,0,0,0,1,0,0,Male,1,31-40,2,Environmental Health Officer,3,Over 15 years,4,Yes,1,Somewhat familiar,2,Monitoring and analyzing environmental hazards,2,No,0,More effective,3,Yes,1,Strongly agree,5,Yes,1,Sample collection,2,Both,3,Yobe
1,3,3,1,4,Yobe,1,3,3,1,3,1,4,4,1,3,0,0,0,0,0,0,1,0,Male,1,41-50,3,Environmental Health Officer,3,Over 15 years,4,Yes,1,Very familiar,3,Enforcing workplace safety regulations,3,Yes,1,More effective,3,Yes,1,Agree,4,Yes,1,Routine Inspection of Premises,1,Both,3,Yobe
1,4,3,3,4,Yobe,1,2,2,1,3,1,5,2,1,3,0,0,0,1,1,0,0,0,Male,1,51+,4,Environmental Health Officer,3,Over 15 years,4,Yes,1,Somewhat familiar,2,Monitoring and analyzing environmental hazards,2,Yes,1,More effective,3,Yes,1,Strongly agree,5,Yes,1,Supervision/Coordination,3,Both,3,Yobe
2,1,3,3,2,Yobe,1,3,2,1,3,1,5,2,0,1,1,0,0,0,0,0,0,0,Female,2,18-30,1,Environmental Health Officer,3,5-10 years,2,Yes,1,Very familiar,3,Monitoring and analyzing environmental hazards,2,Yes,1,More effective,3,Yes,1,Strongly agree,5,No,0,Supervision/Coordination,3,Acute Flaccid Paralysis (AFP),1,Yobe
1,4,3,3,4,Yobe,1,3,2,0,2,1,5,2,0,4,1,1,1,1,1,1,1,0,Male,1,51+,4,Environmental Health Officer,3,Over 15 years,4,Yes,1,Very familiar,3,Monitoring and analyzing environmental hazards,2,No,0,Equally effective,2,Yes,1,Strongly agree,5,No,0,Supervision/Coordination,3,Not sure,4,Yobe
1,2,3,1,4,Ogun,1,3,2,1,3,1,4,4,1,3,0,0,0,0,1,0,0,0,Male,1,31-40,2,Environmental Health Officer,3,Over 15 years,4,Yes,1,Very familiar,3,Monitoring and analyzing environmental hazards,2,Yes,1,More effective,3,Yes,1,Agree,4,Yes,1,Routine Inspection of Premises,1,Both,3,Ogun
2,3,3,1,1,Ogun,1,2,2,1,2,2,4,2,0,4,1,1,1,1,1,1,1,0,Female,2,41-50,3,Environmental Health Officer,3,Less than 5 years,1,Yes,1,Somewhat familiar,2,Monitoring and analyzing environmental hazards,2,Yes,1,Equally effective,2,Not sure,2,Agree,4,No,0,Routine Inspection of Premises,1,Not sure,4,Ogun
2,3,3,3,4,Yobe,1,2,2,0,3,1,5,4,0,3,1,1,1,1,1,1,1,0,Female,2,41-50,3,Environmental Health Officer,3,Over 15 years,4,Yes,1,Somewhat familiar,2,Monitoring and analyzing environmental hazards,2,No,0,More effective,3,Yes,1,Strongly agree,5,No,0,Supervision/Coordination,3,Both,3,Yobe
1,2,3,1,1,Kwara,1,3,2,1,3,1,4,2,0,2,1,0,0,0,0,0,0,0,Male,1,31-40,2,Environmental Health Officer,3,Less than 5 years,1,Yes,1,Very familiar,3,Monitoring and analyzing environmental hazards,2,Yes,1,More effective,3,Yes,1,Agree,4,No,0,Routine Inspection of Premises,1,Environmental Surveillance (ES),2,Kwara
1,1,3,4,1,Bauchi,1,1,4,0,0,2,3,0,0,4,0,1,0,0,0,0,1,0,Male,1,18-30,1,Environmental Health Officer,3,Less than 5 years,1,Yes,1,Not familiar,1,Studying genetic diseases,4,No,0,Don't know,0,Not sure,2,Neutral,3,No,0,Data management and reporting,4,Not sure,4,Bauchi
1,2,3,4,2,Yobe,1,3,2,1,3,2,4,4,1,3,0,1,0,0,0,0,0,0,Male,1,31-40,2,Environmental Health Officer,3,5-10 years,2,Yes,1,Very familiar,3,Monitoring and analyzing environmental hazards,2,Yes,1,More effective,3,Not sure,2,Agree,4,Yes,1,Data management and reporting,4,Both,3,Yobe
1,4,3,3,4,Yobe,1,2,2,0,3,1,5,2,1,3,1,0,0,0,0,1,1,0,Male,1,51+,4,Environmental Health Officer,3,Over 15 years,4,Yes,1,Somewhat familiar,2,Monitoring and analyzing environmental hazards,2,No,0,More effective,3,Yes,1,Strongly agree,5,Yes,1,Supervision/Coordination,3,Both,3,Yobe
1,3,3,1,4,Yobe,1,3,2,1,2,1,5,2,1,3,0,0,0,1,1,0,1,0,Male,1,41-50,3,Environmental Health Officer,3,Over 15 years,4,Yes,1,Very familiar,3,Monitoring and analyzing environmental hazards,2,Yes,1,Equally effective,2,Yes,1,Strongly agree,5,Yes,1,Routine Inspection of Premises,1,Both,3,Yobe
1,1,3,3,1,Yobe,1,3,2,1,2,1,5,4,1,1,0,1,1,1,1,0,1,0,Male,1,18-30,1,Environmental Health Officer,3,Less than 5 years,1,Yes,1,Very familiar,3,Monitoring and analyzing environmental hazards,2,Yes,1,Equally effective,2,Yes,1,Strongly agree,5,Yes,1,Supervision/Coordination,3,Acute Flaccid Paralysis (AFP),1,Yobe
1,1,4,3,2,Yobe,1,3,1,0,2,1,4,,1,3,0,0,0,0,1,0,0,0,Male,1,18-30,1,Health Facility Worker,4,5-10 years,2,Yes,1,Very familiar,3,Tracking wildlife populations,1,No,0,Equally effective,2,Yes,1,Agree,4,Yes,1,Supervision/Coordination,3,Both,3,Yobe
1,2,4,3,2,Yobe,1,3,2,1,1,2,5,0,0,1,1,1,1,0,1,1,0,0,Male,1,31-40,2,Health Facility Worker,4,5-10 years,2,Yes,1,Very familiar,3,Monitoring and analyzing environmental hazards,2,Yes,1,Less effective,1,Not sure,2,Strongly agree,5,No,0,Supervision/Coordination,3,Acute Flaccid Paralysis (AFP),1,Yobe
1,4,3,2,4,Kaduna,1,2,2,1,3,1,4,2,1,3,1,1,1,1,1,1,1,0,Male,1,51+,4,Environmental Health Officer,3,Over 15 years,4,Yes,1,Somewhat familiar,2,Monitoring and analyzing environmental hazards,2,Yes,1,More effective,3,Yes,1,Agree,4,Yes,1,Sample collection,2,Both,3,Kaduna
2,3,3,3,2,Ogun,1,1,2,0,0,2,4,0,0,4,1,1,1,1,1,1,1,0,Female,2,41-50,3,Environmental Health Officer,3,5-10 years,2,Yes,1,Not familiar,1,Monitoring and analyzing environmental hazards,2,No,0,Don't know,0,Not sure,2,Agree,4,No,0,Supervision/Coordination,3,Not sure,4,Ogun
1,2,3,3,2,Yobe,1,2,3,1,1,0,4,2,1,1,0,1,0,0,0,0,0,0,Male,1,31-40,2,Environmental Health Officer,3,5-10 years,2,Yes,1,Somewhat familiar,2,Enforcing workplace safety regulations,3,Yes,1,Less effective,1,No,0,Agree,4,Yes,1,Supervision/Coordination,3,Acute Flaccid Paralysis (AFP),1,Yobe
1,2,3,1,2,Kwara,1,1,2,1,3,1,5,2,0,3,1,0,0,0,0,0,0,0,Male,1,31-40,2,Environmental Health Officer,3,5-10 years,2,Yes,1,Not familiar,1,Monitoring and analyzing environmental hazards,2,Yes,1,More effective,3,Yes,1,Strongly agree,5,No,0,Routine Inspection of Premises,1,Both,3,Kwara
2,4,1,2,3,Yobe,1,3,2,1,3,1,5,4,1,1,0,0,0,1,1,0,1,0,Female,2,51+,4,Surveillance Officer,1,11-15 years,3,Yes,1,Very familiar,3,Monitoring and analyzing environmental hazards,2,Yes,1,More effective,3,Yes,1,Strongly agree,5,Yes,1,Sample collection,2,Acute Flaccid Paralysis (AFP),1,Yobe
1,2,3,4,2,Yobe,1,2,3,1,2,1,4,4,1,2,1,1,1,1,0,0,1,0,Male,1,31-40,2,Environmental Health Officer,3,5-10 years,2,Yes,1,Somewhat familiar,2,Enforcing workplace safety regulations,3,Yes,1,Equally effective,2,Yes,1,Agree,4,Yes,1,Data management and reporting,4,Environmental Surveillance (ES),2,Yobe
2,2,3,2,3,Yobe,1,3,2,1,3,1,5,2,1,2,1,0,0,0,0,0,0,0,Female,2,31-40,2,Environmental Health Officer,3,11-15 years,3,Yes,1,Very familiar,3,Monitoring and analyzing environmental hazards,2,Yes,1,More effective,3,Yes,1,Strongly agree,5,Yes,1,Sample collection,2,Environmental Surveillance (ES),2,Yobe
2,2,3,1,1,Kwara,0,2,2,0,3,2,4,0,0,4,1,1,0,0,1,1,1,0,Female,2,31-40,2,Environmental Health Officer,3,Less than 5 years,1,No,0,Somewhat familiar,2,Monitoring and analyzing environmental hazards,2,No,0,More effective,3,Not sure,2,Agree,4,No,0,Routine Inspection of Premises,1,Not sure,4,Kwara
2,4,4,5,2,Kwara,1,3,2,1,3,1,5,3,1,1,0,0,0,1,0,0,0,0,Female,2,51+,4,Health Facility Worker,4,5-10 years,2,Yes,1,Very familiar,3,Monitoring and analyzing environmental hazards,2,Yes,1,More effective,3,Yes,1,Strongly agree,5,Yes,1,Nurse Officer,5,Acute Flaccid Paralysis (AFP),1,Kwara
1,2,3,2,2,Zamfara,1,2,4,1,3,1,5,1,0,2,1,1,0,1,1,0,0,0,Male,1,31-40,2,Environmental Health Officer,3,5-10 years,2,Yes,1,Somewhat familiar,2,Studying genetic diseases,4,Yes,1,More effective,3,Yes,1,Strongly agree,5,No,0,Sample collection,2,Environmental Surveillance (ES),2,Zamfara
1,2,3,1,2,Kebbi,1,1,2,0,0,2,3,0,0,4,1,1,0,0,0,0,0,0,Male,1,31-40,2,Environmental Health Officer,3,5-10 years,2,Yes,1,Not familiar,1,Monitoring and analyzing environmental hazards,2,No,0,Don't know,0,Not sure,2,Neutral,3,No,0,Routine Inspection of Premises,1,Not sure,4,Kebbi
1,1,3,1,1,Yobe,0,2,2,0,1,1,4,3,0,3,0,0,0,0,0,0,1,0,Male,1,18-30,1,Environmental Health Officer,3,Less than 5 years,1,No,0,Somewhat familiar,2,Monitoring and analyzing environmental hazards,2,No,0,Less effective,1,Yes,1,Agree,4,No,0,Routine Inspection of Premises,1,Both,3,Yobe
1,3,3,1,3,Osun,0,1,2,0,0,2,3,0,0,4,1,1,1,0,0,1,0,0,Male,1,41-50,3,Environmental Health Officer,3,11-15 years,3,No,0,Not familiar,1,Monitoring and analyzing environmental hazards,2,No,0,Don't know,0,Not sure,2,Neutral,3,No,0,Routine Inspection of Premises,1,Not sure,4,Osun
1,2,3,1,3,Bauchi,1,2,2,0,3,2,3,1,0,4,1,1,0,0,1,1,0,0,Male,1,31-40,2,Environmental Health Officer,3,11-15 years,3,Yes,1,Somewhat familiar,2,Monitoring and analyzing environmental hazards,2,No,0,More effective,3,Not sure,2,Neutral,3,No,0,Routine Inspection of Premises,1,Not sure,4,Bauchi
1,3,4,3,3,Ogun,1,3,2,0,2,2,4,1,1,1,1,1,1,1,0,1,1,0,Male,1,41-50,3,Health Facility Worker,4,11-15 years,3,Yes,1,Very familiar,3,Monitoring and analyzing environmental hazards,2,No,0,Equally effective,2,Not sure,2,Agree,4,Yes,1,Supervision/Coordination,3,Acute Flaccid Paralysis (AFP),1,Ogun
1,1,3,1,1,Oyo,1,2,2,1,2,0,5,4,1,2,1,0,0,0,0,0,0,0,Male,1,18-30,1,Environmental Health Officer,3,Less than 5 years,1,Yes,1,Somewhat familiar,2,Monitoring and analyzing environmental hazards,2,Yes,1,Equally effective,2,No,0,Strongly agree,5,Yes,1,Routine Inspection of Premises,1,Environmental Surveillance (ES),2,Oyo
2,2,3,2,1,Oyo,0,1,2,0,0,2,3,1,0,4,0,0,0,0,1,0,0,0,Female,2,31-40,2,Environmental Health Officer,3,Less than 5 years,1,No,0,Not familiar,1,Monitoring and analyzing environmental hazards,2,No,0,Don't know,0,Not sure,2,Neutral,3,No,0,Sample collection,2,Not sure,4,Oyo
2,1,3,1,1,Osun,0,2,2,1,3,1,4,4,0,2,1,1,1,1,0,0,0,0,Female,2,18-30,1,Environmental Health Officer,3,Less than 5 years,1,No,0,Somewhat familiar,2,Monitoring and analyzing environmental hazards,2,Yes,1,More effective,3,Yes,1,Agree,4,No,0,Routine Inspection of Premises,1,Environmental Surveillance (ES),2,Osun
2,3,3,1,2,Oyo,1,3,2,0,3,1,5,2,0,1,0,0,1,0,0,0,0,0,Female,2,41-50,3,Environmental Health Officer,3,5-10 years,2,Yes,1,Very familiar,3,Monitoring and analyzing environmental hazards,2,No,0,More effective,3,Yes,1,Strongly agree,5,No,0,Routine Inspection of Premises,1,Acute Flaccid Paralysis (AFP),1,Oyo
2,3,3,4,2,Oyo,1,3,2,0,3,0,5,2,0,1,0,0,1,0,0,0,0,0,Female,2,41-50,3,Environmental Health Officer,3,5-10 years,2,Yes,1,Very familiar,3,Monitoring and analyzing environmental hazards,2,No,0,More effective,3,No,0,Strongly agree,5,No,0,Data management and reporting,4,Acute Flaccid Paralysis (AFP),1,Oyo
1,1,5,2,1,Kwara,0,1,2,0,3,2,2,4,0,4,1,1,1,1,1,1,1,0,Male,1,18-30,1,Other,5,Less than 5 years,1,No,0,Not familiar,1,Monitoring and analyzing environmental hazards,2,No,0,More effective,3,Not sure,2,Disagree,2,No,0,Sample collection,2,Not sure,4,Kwara
1,1,3,6,2,Kebbi,1,3,2,1,3,1,4,3,1,3,1,1,1,0,1,1,1,0,Male,1,18-30,1,Environmental Health Officer,3,5-10 years,2,Yes,1,Very familiar,3,Monitoring and analyzing environmental hazards,2,Yes,1,More effective,3,Yes,1,Agree,4,Yes,1,Laboratory analysis,6,Both,3,Kebbi
2,2,1,3,3,Kebbi,1,2,3,1,3,1,5,4,1,3,1,1,1,1,1,1,0,0,Female,2,31-40,2,Surveillance Officer,1,11-15 years,3,Yes,1,Somewhat familiar,2,Enforcing workplace safety regulations,3,Yes,1,More effective,3,Yes,1,Strongly agree,5,Yes,1,Supervision/Coordination,3,Both,3,Kebbi
2,2,5,2,2,Yobe,0,1,2,0,0,2,3,3,0,4,1,0,0,0,0,1,1,0,Female,2,31-40,2,Other,5,5-10 years,2,No,0,Not familiar,1,Monitoring and analyzing environmental hazards,2,No,0,Don't know,0,Not sure,2,Neutral,3,No,0,Sample collection,2,Not sure,4,Yobe
1,3,4,4,1,Gombe,1,3,2,1,3,1,5,2,1,3,1,1,0,0,1,1,1,0,Male,1,41-50,3,Health Facility Worker,4,Less than 5 years,1,Yes,1,Very familiar,3,Monitoring and analyzing environmental hazards,2,Yes,1,More effective,3,Yes,1,Strongly agree,5,Yes,1,Data management and reporting,4,Both,3,Gombe
2,2,1,4,3,Sokoto,1,3,2,1,3,1,4,4,1,3,1,1,1,1,1,1,0,0,Female,2,31-40,2,Surveillance Officer,1,11-15 years,3,Yes,1,Very familiar,3,Monitoring and analyzing environmental hazards,2,Yes,1,More effective,3,Yes,1,Agree,4,Yes,1,Data management and reporting,4,Both,3,Sokoto
2,1,1,6,3,Zamfara,1,3,1,1,3,1,5,4,1,3,1,1,0,1,0,1,0,0,Female,2,18-30,1,Surveillance Officer,1,11-15 years,3,Yes,1,Very familiar,3,Tracking wildlife populations,1,Yes,1,More effective,3,Yes,1,Strongly agree,5,Yes,1,Laboratory analysis,6,Both,3,Zamfara
1,2,4,3,2,Kano,1,3,2,1,2,1,4,3,1,3,0,0,1,1,1,1,0,0,Male,1,31-40,2,Health Facility Worker,4,5-10 years,2,Yes,1,Very familiar,3,Monitoring and analyzing environmental hazards,2,Yes,1,Equally effective,2,Yes,1,Agree,4,Yes,1,Supervision/Coordination,3,Both,3,Kano
2,2,2,2,1,Sokoto,0,3,2,0,2,2,4,3,1,1,1,1,1,1,1,1,1,0,Female,2,31-40,2,Laboratory Scientist,2,Less than 5 years,1,No,0,Very familiar,3,Monitoring and analyzing environmental hazards,2,No,0,Equally effective,2,Not sure,2,Agree,4,Yes,1,Sample collection,2,Acute Flaccid Paralysis (AFP),1,Sokoto
2,3,3,1,2,Sokoto,0,3,2,0,2,2,5,3,1,3,1,1,1,1,1,1,1,0,Female,2,41-50,3,Environmental Health Officer,3,5-10 years,2,No,0,Very familiar,3,Monitoring and analyzing environmental hazards,2,No,0,Equally effective,2,Not sure,2,Strongly agree,5,Yes,1,Routine Inspection of Premises,1,Both,3,Sokoto
1,3,3,4,2,Sokoto,0,3,2,0,0,2,3,3,0,1,0,1,1,1,0,0,1,0,Male,1,41-50,3,Environmental Health Officer,3,5-10 years,2,No,0,Very familiar,3,Monitoring and analyzing environmental hazards,2,No,0,Don't know,0,Not sure,2,Neutral,3,No,0,Data management and reporting,4,Acute Flaccid Paralysis (AFP),1,Sokoto
1,3,3,1,1,Sokoto,1,3,2,1,2,0,4,3,0,4,1,1,0,1,1,0,1,0,Male,1,41-50,3,Environmental Health Officer,3,Less than 5 years,1,Yes,1,Very familiar,3,Monitoring and analyzing environmental hazards,2,Yes,1,Equally effective,2,No,0,Agree,4,No,0,Routine Inspection of Premises,1,Not sure,4,Sokoto
2,2,3,1,2,Sokoto,1,3,2,1,3,2,5,3,0,3,1,1,1,1,1,1,1,0,Female,2,31-40,2,Environmental Health Officer,3,5-10 years,2,Yes,1,Very familiar,3,Monitoring and analyzing environmental hazards,2,Yes,1,More effective,3,Not sure,2,Strongly agree,5,No,0,Routine Inspection of Premises,1,Both,3,Sokoto
1,4,3,3,3,Sokoto,1,3,2,1,3,0,5,3,1,3,1,1,0,0,0,0,1,0,Male,1,51+,4,Environmental Health Officer,3,11-15 years,3,Yes,1,Very familiar,3,Monitoring and analyzing environmental hazards,2,Yes,1,More effective,3,No,0,Strongly agree,5,Yes,1,Supervision/Coordination,3,Both,3,Sokoto
2,2,2,6,1,Kogi,0,3,2,1,3,2,3,3,0,4,1,0,1,1,0,0,0,0,Female,2,31-40,2,Laboratory Scientist,2,Less than 5 years,1,No,0,Very familiar,3,Monitoring and analyzing environmental hazards,2,Yes,1,More effective,3,Not sure,2,Neutral,3,No,0,Laboratory analysis,6,Not sure,4,Kogi
2,2,3,1,2,Kogi,0,3,2,1,2,2,4,3,0,3,1,0,0,0,0,0,1,0,Female,2,31-40,2,Environmental Health Officer,3,5-10 years,2,No,0,Very familiar,3,Monitoring and analyzing environmental hazards,2,Yes,1,Equally effective,2,Not sure,2,Agree,4,No,0,Routine Inspection of Premises,1,Both,3,Kogi
2,2,3,1,2,Kogi,1,3,2,1,1,2,4,3,0,3,1,0,0,0,0,0,1,0,Female,2,31-40,2,Environmental Health Officer,3,5-10 years,2,Yes,1,Very familiar,3,Monitoring and analyzing environmental hazards,2,Yes,1,Less effective,1,Not sure,2,Agree,4,No,0,Routine Inspection of Premises,1,Both,3,Kogi
2,3,3,1,2,Kogi,1,3,2,1,3,0,5,3,0,3,1,1,0,0,0,0,1,0,Female,2,41-50,3,Environmental Health Officer,3,5-10 years,2,Yes,1,Very familiar,3,Monitoring and analyzing environmental hazards,2,Yes,1,More effective,3,No,0,Strongly agree,5,No,0,Routine Inspection of Premises,1,Both,3,Kogi
2,2,2,4,3,Zamfara,1,3,3,1,3,1,4,4,1,1,1,0,0,1,1,1,0,0,Female,2,31-40,2,Laboratory Scientist,2,11-15 years,3,Yes,1,Very familiar,3,Enforcing workplace safety regulations,3,Yes,1,More effective,3,Yes,1,Agree,4,Yes,1,Data management and reporting,4,Acute Flaccid Paralysis (AFP),1,Zamfara
1,1,3,2,4,Sokoto,1,3,2,1,3,1,5,4,1,3,0,0,1,0,1,1,0,0,Male,1,18-30,1,Environmental Health Officer,3,Over 15 years,4,Yes,1,Very familiar,3,Monitoring and analyzing environmental hazards,2,Yes,1,More effective,3,Yes,1,Strongly agree,5,Yes,1,Sample collection,2,Both,3,Sokoto
1,2,2,3,3,Kano,1,2,3,1,3,1,4,2,1,2,1,0,0,1,1,1,1,0,Male,1,31-40,2,Laboratory Scientist,2,11-15 years,3,Yes,1,Somewhat familiar,2,Enforcing workplace safety regulations,3,Yes,1,More effective,3,Yes,1,Agree,4,Yes,1,Supervision/Coordination,3,Environmental Surveillance (ES),2,Kano
2,2,2,4,3,Katsina,1,3,2,1,2,1,5,4,1,3,1,1,0,1,0,1,1,0,Female,2,31-40,2,Laboratory Scientist,2,11-15 years,3,Yes,1,Very familiar,3,Monitoring and analyzing environmental hazards,2,Yes,1,Equally effective,2,Yes,1,Strongly agree,5,Yes,1,Data management and reporting,4,Both,3,Katsina
2,2,4,4,2,Kaduna,1,3,2,1,3,1,5,4,1,3,1,0,1,1,0,1,0,0,Female,2,31-40,2,Health Facility Worker,4,5-10 years,2,Yes,1,Very familiar,3,Monitoring and analyzing environmental hazards,2,Yes,1,More effective,3,Yes,1,Strongly agree,5,Yes,1,Data management and reporting,4,Both,3,Kaduna
2,3,2,1,3,Gombe,1,3,3,1,3,1,4,4,1,1,0,1,1,1,0,1,0,0,Female,2,41-50,3,Laboratory Scientist,2,11-15 years,3,Yes,1,Very familiar,3,Enforcing workplace safety regulations,3,Yes,1,More effective,3,Yes,1,Agree,4,Yes,1,Routine Inspection of Premises,1,Acute Flaccid Paralysis (AFP),1,Gombe
2,2,3,6,2,Jigawa,1,3,4,1,3,0,3,3,1,3,1,1,0,1,0,1,1,0,Female,2,31-40,2,Environmental Health Officer,3,5-10 years,2,Yes,1,Very familiar,3,Studying genetic diseases,4,Yes,1,More effective,3,No,0,Neutral,3,Yes,1,Laboratory analysis,6,Both,3,Jigawa
2,2,4,3,2,Kano,1,2,1,1,2,1,5,4,1,2,1,1,1,1,0,1,0,0,Female,2,31-40,2,Health Facility Worker,4,5-10 years,2,Yes,1,Somewhat familiar,2,Tracking wildlife populations,1,Yes,1,Equally effective,2,Yes,1,Strongly agree,5,Yes,1,Supervision/Coordination,3,Environmental Surveillance (ES),2,Kano
1,1,2,6,2,Kaduna,1,3,4,1,3,1,5,4,1,3,1,1,0,1,1,1,0,0,Male,1,18-30,1,Laboratory Scientist,2,5-10 years,2,Yes,1,Very familiar,3,Studying genetic diseases,4,Yes,1,More effective,3,Yes,1,Strongly agree,5,Yes,1,Laboratory analysis,6,Both,3,Kaduna
2,3,4,2,3,Zamfara,1,3,2,1,3,1,5,4,1,3,1,0,0,1,1,1,0,0,Female,2,41-50,3,Health Facility Worker,4,11-15 years,3,Yes,1,Very familiar,3,Monitoring and analyzing environmental hazards,2,Yes,1,More effective,3,Yes,1,Strongly agree,5,Yes,1,Sample collection,2,Both,3,Zamfara
1,2,1,3,2,Zamfara,1,3,2,1,3,1,5,4,1,3,0,1,0,1,1,1,0,0,Male,1,31-40,2,Surveillance Officer,1,5-10 years,2,Yes,1,Very familiar,3,Monitoring and analyzing environmental hazards,2,Yes,1,More effective,3,Yes,1,Strongly agree,5,Yes,1,Supervision/Coordination,3,Both,3,Zamfara
2,1,1,2,2,Zamfara,1,3,1,1,3,1,5,4,1,3,1,0,1,1,1,1,0,0,Female,2,18-30,1,Surveillance Officer,1,5-10 years,2,Yes,1,Very familiar,3,Tracking wildlife populations,1,Yes,1,More effective,3,Yes,1,Strongly agree,5,Yes,1,Sample collection,2,Both,3,Zamfara
1,2,2,3,2,Zamfara,1,2,4,1,3,1,5,4,1,3,1,0,1,0,1,0,0,0,Male,1,31-40,2,Laboratory Scientist,2,5-10 years,2,Yes,1,Somewhat familiar,2,Studying genetic diseases,4,Yes,1,More effective,3,Yes,1,Strongly agree,5,Yes,1,Supervision/Coordination,3,Both,3,Zamfara
1,3,3,1,2,Kogi,1,3,2,1,2,2,4,3,0,3,1,0,0,0,0,1,1,0,Male,1,41-50,3,Environmental Health Officer,3,5-10 years,2,Yes,1,Very familiar,3,Monitoring and analyzing environmental hazards,2,Yes,1,Equally effective,2,Not sure,2,Agree,4,No,0,Routine Inspection of Premises,1,Both,3,Kogi
2,2,3,6,1,Kogi,0,2,2,0,2,2,4,3,0,3,0,0,0,0,0,0,1,0,Female,2,31-40,2,Environmental Health Officer,3,Less than 5 years,1,No,0,Somewhat familiar,2,Monitoring and analyzing environmental hazards,2,No,0,Equally effective,2,Not sure,2,Agree,4,No,0,Laboratory analysis,6,Both,3,Kogi
